"2","DIDSON","Left_Bank","Low_Frequency_Low_Resolution","NA"
"3","DIDSON","Right Bank","Low Frequency Low Resolution",NA
"4","DIDSON","Right Bank","High Frequency",NA
"5","DIDSON","Left Bank","High Frequency",NA
"6","DIDSON","Left Bank","Low Frequency",NA
